origin,destination,origin_city,origin_flag,destination_city,destination_flag,airline,airline_emoji,flight_number,aircraft,duration
EBBR,EDDB,Brussels,flag_be,Berlin,flag_de,Brussels Airlines,Brusselstail,SN2579,"Generic Airbus A320, Brussels Airlines Airbus A319",1:00
EDDB,EBBR,Berlin,flag_de,Brussels,flag_be,Brussels Airlines,Brusselstail,SN2580,"Generic Airbus A320, Brussels Airlines Airbus A319",1:00
EBBR,EDDM,Brussels,flag_be,Munich,flag_de,Brussels Airlines,Brusselstail,SN2641,"Generic Airbus A320, Brussels Airlines Airbus A319",1:00
EDDM,EBBR,Munich,flag_de,Brussels,flag_be,Brussels Airlines,Brusselstail,SN2642,"Generic Airbus A320, Brussels Airlines Airbus A319",1:00
EBBR,LSZH,Brussels,flag_be,Zurich,flag_ch,Brussels Airlines,Brusselstail,SN2729,"Generic Airbus A320, Brussels Airlines Airbus A319",0:55
LSZH,EBBR,Zurich,flag_ch,Brussels,flag_be,Brussels Airlines,Brusselstail,SN2730,"Generic Airbus A320, Brussels Airlines Airbus A319",0:55
EBBR,DGAA,Brussels,flag_be,Accra,flag_gh,Brussels Airlines,Brusselstail,SN277,Brussels Airlines Airbus A330-300,6:10
DGAA,EBBR,Accra,flag_gh,Brussels,flag_be,Brussels Airlines,Brusselstail,SN278,Brussels Airlines Airbus A330-300,6:10
EBBR,LKPR,Brussels,flag_be,Prague,flag_cz,Brussels Airlines,Brusselstail,SN2809,"Generic Airbus A320, Brussels Airlines Airbus A319",1:00
LKPR,EBBR,Prague,flag_cz,Brussels,flag_be,Brussels Airlines,Brusselstail,SN2810,"Generic Airbus A320, Brussels Airlines Airbus A319",1:00
EBBR,UDYZ,Brussels,flag_be,Yerevan,flag_am,Brussels Airlines,Brusselstail,SN2899,Generic Airbus A320,4:20
UDYZ,EBBR,Yerevan,flag_am,Brussels,flag_be,Brussels Airlines,Brusselstail,SN2900,Generic Airbus A320,4:20
EBBR,LOWW,Brussels,flag_be,Vienna,flag_at,Brussels Airlines,Brusselstail,SN2901,"Generic Airbus A320, Brussels Airlines Airbus A319",1:20
LOWW,EBBR,Vienna,flag_at,Brussels,flag_be,Brussels Airlines,Brusselstail,SN2902,"Generic Airbus A320, Brussels Airlines Airbus A319",1:20
EBBR,LIPZ,Brussels,flag_be,Venice,flag_it,Brussels Airlines,Brusselstail,SN3201,"Generic Airbus A320, Brussels Airlines Airbus A319",1:30
LIPZ,EBBR,Venice,flag_it,Brussels,flag_be,Brussels Airlines,Brusselstail,SN3202,"Generic Airbus A320, Brussels Airlines Airbus A319",1:30
EBBR,LLBG,Brussels,flag_be,Tel Aviv,flag_il,Brussels Airlines,Brusselstail,SN3289,Generic Airbus A320,4:20
LLBG,EBBR,Tel Aviv,flag_il,Brussels,flag_be,Brussels Airlines,Brusselstail,SN3290,Generic Airbus A320,4:20
EBBR,LFPG,Brussels,flag_be,Paris Charles de Gaulle,flag_fr,Brussels Airlines,Brusselstail,SN3631,Generic Airbus A320,0:40
LFPG,EBBR,Paris Charles de Gaulle,flag_fr,Brussels,flag_be,Brussels Airlines,Brusselstail,SN3632,Generic Airbus A320,0:40
EBBR,LFPO,Brussels,flag_be,Paris Orly,flag_fr,Brussels Airlines,Brusselstail,SN3667,"Generic Airbus A320, Brussels Airlines Airbus A319",1:20
LFPO,EBBR,Paris Orly,flag_fr,Brussels,flag_be,Brussels Airlines,Brusselstail,SN3668,"Generic Airbus A320, Brussels Airlines Airbus A319",1:20
EBBR,LEBL,Brussels,flag_be,Barcelona,flag_es,Brussels Airlines,Brusselstail,SN3703,"Generic Airbus A320, Brussels Airlines Airbus A319",1:40
LEBL,EBBR,Barcelona,flag_es,Brussels,flag_be,Brussels Airlines,Brusselstail,SN3704,"Generic Airbus A320, Brussels Airlines Airbus A319",1:40
EBBR,LEMD,Brussels,flag_be,Madrid,flag_es,Brussels Airlines,Brusselstail,SN3721,"Generic Airbus A320, Brussels Airlines Airbus A319",2:00
LEMD,EBBR,Madrid,flag_es,Brussels,flag_be,Brussels Airlines,Brusselstail,SN3722,"Generic Airbus A320, Brussels Airlines Airbus A319",2:00
EBBR,LEIB,Brussels,flag_be,Ibiza,flag_es,Brussels Airlines,Brusselstail,SN3777,"Generic Airbus A320, Brussels Airlines Airbus A319",2:00
LEIB,EBBR,Ibiza,flag_es,Brussels,flag_be,Brussels Airlines,Brusselstail,SN3778,"Generic Airbus A320, Brussels Airlines Airbus A319",2:00
EBBR,GCTS,Brussels,flag_be,Tenerife South,flag_es,Brussels Airlines,Brusselstail,SN3781,Generic Airbus A320,4:00
GCTS,EBBR,Tenerife South,flag_es,Brussels,flag_be,Brussels Airlines,Brusselstail,SN3782,Generic Airbus A320,4:00
EBBR,LPPT,Brussels,flag_be,Lisbon,flag_pt,Brussels Airlines,Brusselstail,SN3815,Generic Airbus A320,2:30
LPPT,EBBR,Lisbon,flag_pt,Brussels,flag_be,Brussels Airlines,Brusselstail,SN3816,Generic Airbus A320,2:30
EBBR,LPPR,Brussels,flag_be,Porto,flag_pt,Brussels Airlines,Brusselstail,SN3819,"Generic Airbus A320, Brussels Airlines Airbus A319",2:30
LPPR,EBBR,Porto,flag_pt,Brussels,flag_be,Brussels Airlines,Brusselstail,SN3820,"Generic Airbus A320, Brussels Airlines Airbus A319",2:30
EBBR,HKJK,Brussels,flag_be,Nairobi,flag_ke,Brussels Airlines,Brusselstail,SN481,Brussels Airlines Airbus A330-300,8:15
HKJK,EBBR,Nairobi,flag_ke,Brussels,flag_be,Brussels Airlines,Brusselstail,SN482,Brussels Airlines Airbus A330-300,8:15
EBBR,KJFK,Brussels,flag_be,New York JFK,flag_us,Brussels Airlines,Brusselstail,SN501,Brussels Airlines Airbus A330-300,7:40
KJFK,EBBR,New York JFK,flag_us,Brussels,flag_be,Brussels Airlines,Brusselstail,SN502,Brussels Airlines Airbus A330-300,7:40
EBBR,KIAD,Brussels,flag_be,Washington Dulles,flag_us,Brussels Airlines,Brusselstail,SN515,Brussels Airlines Airbus A330-300,7:40
KIAD,EBBR,Washington Dulles,flag_us,Brussels,flag_be,Brussels Airlines,Brusselstail,SN516,Brussels Airlines Airbus A330-300,7:40
WSSS,YMML,Singapore,flag_sg,Melbourne,flag_au,Singapore Airlines,SQtail,SQ207,"Singapore Airlines Boeing 777-300ER, Singapore Airlines Airbus A350",6:50
YMML,WSSS,Melbourne,flag_au,Singapore,flag_sg,Singapore Airlines,SQtail,SQ208,"Singapore Airlines Boeing 777-300ER, Singapore Airlines Airbus A350",6:50
WSSS,YSSY,Singapore,flag_sg,Sydney,flag_au,Singapore Airlines,SQtail,SQ221,"Singapore Airlines Boeing 777-300ER, Singapore Airlines Airbus A350, Singapore Airlines Airbus A380",7:10
YSSY,WSSS,Sydney,flag_au,Singapore,flag_sg,Singapore Airlines,SQtail,SQ222,"Singapore Airlines Boeing 777-300ER, Singapore Airlines Airbus A350, Singapore Airlines Airbus A380",7:10
WSSS,OMDB,Singapore,flag_sg,Dubai,flag_ae,Singapore Airlines,SQtail,SQ494,Singapore Airlines Airbus A350,6:50
OMDB,WSSS,Dubai,flag_ae,Singapore,flag_sg,Singapore Airlines,SQtail,SQ495,Singapore Airlines Airbus A350,6:50
WSSS,VTBS,Singapore,flag_sg,Bangkok,flag_th,Singapore Airlines,SQtail,SQ710,"Singapore Airlines Airbus A350, Singapore Airlines Boeing 787-10",2:00
VTBS,WSSS,Bangkok,flag_th,Singapore,flag_sg,Singapore Airlines,SQtail,SQ711,"Singapore Airlines Airbus A350, Singapore Airlines Boeing 787-10",2:00
OEJN,EGCC,Jeddah,flag_sa,Manchester,flag_gb,Saudia,SVAtail,SV123,"Generic Boeing 787-10, Saudia Boeing 787-9",6:02
EGCC,OEJN,Manchester,flag_gb,Jeddah,flag_sa,Saudia,SVAtail,SV124,"Generic Boeing 787-10, Saudia Boeing 787-9",5:56
OEJN,LIMC,Jeddah,flag_sa,Milan Malpensa,flag_it,Saudia,SVAtail,SV211,"Generic Airbus A321, Generic Airbus A320, Saudia Airbus A330-300",5:30
LIMC,OEJN,Milan Malpensa,flag_it,Jeddah,flag_sa,Saudia,SVAtail,SV212,"Generic Airbus A321, Generic Airbus A320, Saudia Airbus A330-300",4:45
OERK,HECA,Riyadh,flag_sa,Cairo,flag_eg,Saudia,SVAtail,SV311,Saudia Airbus A330-300,2:20
HECA,OERK,Cairo,flag_eg,Riyadh,flag_sa,Saudia,SVAtail,SV312,Saudia Airbus A330-300,2:17
HECA,OEJN,Cairo,flag_eg,Jeddah,flag_sa,Saudia,SVAtail,SV330,Saudia Airbus A330-300,2:30
OEJN,HECA,Jeddah,flag_sa,Cairo,flag_eg,Saudia,SVAtail,SV331,Saudia Airbus A330-300,2:00
HEAL,OEJN,El Alamein,flag_eg,Jeddah,flag_sa,Saudia,SVAtail,SV344,Generic Airbus A320,2:30
OEJN,HEAL,Jeddah,flag_sa,El Alamein,flag_eg,Saudia,SVAtail,SV345,Generic Airbus A320,2:50
OERK,HEAL,Riyadh,flag_sa,El Alamein,flag_eg,Saudia,SVAtail,SV347,Generic Airbus A320,2:40
HEAL,OERK,El Alamein,flag_eg,Riyadh,flag_sa,Saudia,SVAtail,SV348,Generic Airbus A320,2:40
OEJN,KLAX,Jeddah,flag_sa,Los Angeles,flag_us,Saudia,SVAtail,SV41,Saudia Boeing 777-300ER,15:36
KLAX,OEJN,Los Angeles,flag_us,Jeddah,flag_sa,Saudia,SVAtail,SV42,Saudia Boeing 777-300ER,14:51
OEJN,FIMP,Jeddah,flag_sa,Mauritius,flag_mu,Saudia,SVAtail,SV481,"Generic Boeing 787-10, Saudia Boeing 787-9",6:30
FIMP,OEJN,Mauritius,flag_mu,Jeddah,flag_sa,Saudia,SVAtail,SV482,"Generic Boeing 787-10, Saudia Boeing 787-9",6:45
OEJN,CYYZ,Jeddah,flag_sa,Toronto,flag_ca,Saudia,SVAtail,SV61,Saudia Boeing 787-9,12:28
CYYZ,OEJN,Toronto,flag_ca,Jeddah,flag_sa,Saudia,SVAtail,SV62,Saudia Boeing 787-9,11:30
OERK,OPIS,Riyadh,flag_sa,Islamabad,flag_pk,Saudia,SVAtail,SV724,Saudia Boeing 777-300ER,3:28
OPIS,OERK,Islamabad,flag_pk,Riyadh,flag_sa,Saudia,SVAtail,SV725,Saudia Boeing 777-300ER,3:45
OEMA,WMKK,Medina,flag_sa,Kuala Lumpur,flag_my,Saudia,SVAtail,SV830,"Generic Boeing 787-10, Saudia Boeing 787-9",8:50
WMKK,OEMA,Kuala Lumpur,flag_my,Medina,flag_sa,Saudia,SVAtail,SV831,"Generic Boeing 787-10, Saudia Boeing 787-9",7:40
OEJN,VRMM,Jeddah,flag_sa,Male,flag_mv,Saudia,SVAtail,SV838,"Generic Boeing 787-10, Saudia Boeing 787-9",5:30
VRMM,OEJN,Male,flag_mv,Jeddah,flag_sa,Saudia,SVAtail,SV839,"Generic Boeing 787-10, Saudia Boeing 787-9",5:05
OEJN,WSSS,Jeddah,flag_sa,Singapore,flag_sg,Saudia,SVAtail,SV856 A,Saudia Boeing 787-9,9:00
WSSS,WADD,Singapore,flag_sg,Denpasar Bali,flag_id,Saudia,SVAtail,SV856 B,Saudia Boeing 787-9,2:50
WADD,WSSS,Denpasar Bali,flag_id,Singapore,flag_sg,Saudia,SVAtail,SV857 A,Saudia Boeing 787-9,2:50
WSSS,OEJN,Singapore,flag_sg,Jeddah,flag_sa,Saudia,SVAtail,SV857 B,Saudia Boeing 787-9,9:10
RPLL,OERK,Manila,flag_ph,Riyadh,flag_sa,Saudia,SVAtail,SV861,Saudia Boeing 777-300ER,9:10
OERK,RPLL,Riyadh,flag_sa,Manila,flag_ph,Saudia,SVAtail,SV862,Saudia Boeing 777-300ER,9:24
LTFM,KJFK,Istanbul,flag_tr,New York JFK,flag_us,Turkish Airlines,TurkishTail,TK1,"Turkish Airlines Airbus A330-300, Turkish Airlines Boeing 777-300ER",9:50
LTFM,LYPG,Istanbul,flag_tr,Podgorica,flag_me,Turkish Airlines,TurkishTail,TK1085,"Turkish Airlines Boeing 737-900, Turkish Airlines Airbus A321, Turkish Airlines Airbus A320",1:25
LYPG,LTFM,Podgorica,flag_me,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK1086,"Turkish Airlines Boeing 737-900, Turkish Airlines Airbus A321, Turkish Airlines Airbus A320",1:25
LTFM,LEMG,Istanbul,flag_tr,Malaga,flag_es,Turkish Airlines,TurkishTail,TK1303,Turkish Airlines Airbus A321,4:05
LEMG,LTFM,Malaga,flag_es,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK1304,Turkish Airlines Airbus A321,4:05
LTFM,EETN,Istanbul,flag_tr,Tallinn,flag_ee,Turkish Airlines,TurkishTail,TK1421,"Turkish Airlines Airbus A321, Turkish Airlines Boeing 737-8 MAX",3:00
EETN,LTFM,Tallinn,flag_ee,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK1422,"Turkish Airlines Airbus A321, Turkish Airlines Boeing 737-8 MAX",3:00
LTFM,EVRA,Istanbul,flag_tr,Riga,flag_lv,Turkish Airlines,TurkishTail,TK1757,Turkish Airlines Boeing 737-8 MAX,2:40
EVRA,LTFM,Riga,flag_lv,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK1758,Turkish Airlines Boeing 737-8 MAX,2:40
KJFK,LTFM,New York JFK,flag_us,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK2,"Turkish Airlines Airbus A330-300, Turkish Airlines Boeing 777-300ER",9:50
LTFM,KDTW,Istanbul,flag_tr,Detroit,flag_us,Turkish Airlines,TurkishTail,TK205,Turkish Airlines Boeing 787-9,10:25
KTDW,LTFM,Amarillo,flag_us,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK206,Turkish Airlines Boeing 787-9,10:25
LTFM,UAIT,Istanbul,flag_tr,Turkistan,flag_kz,Turkish Airlines,TurkishTail,TK256,Turkish Airlines Boeing 737-900,3:55
UAIT,LTFM,Turkistan,flag_kz,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK257,Turkish Airlines Boeing 737-900,3:55
LTFM,LTCC,Istanbul,flag_tr,Diyarbakir,flag_tr,Turkish Airlines,TurkishTail,TK2602,"Turkish Airlines Airbus A321, Turkish Airlines Boeing 737-8 MAX, Turkish Airlines Airbus A320, Generic Airbus A319",1:30
LTCC,LTFM,Diyarbakir,flag_tr,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK2603,"Turkish Airlines Airbus A321, Turkish Airlines Boeing 737-8 MAX, Turkish Airlines Airbus A320, Generic Airbus A319",1:30
LTFM,UTTT,Istanbul,flag_tr,Tashkent,,Turkish Airlines,TurkishTail,TK266,"Turkish Airlines Airbus A330-300, Turkish Airlines Airbus A321",4:10
UTTT,LTFM,Tashkent,,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK267,"Turkish Airlines Airbus A330-300, Turkish Airlines Airbus A321",4:10
LTFM,LTAP,Istanbul,flag_tr,Amasya,flag_tr,Turkish Airlines,TurkishTail,TK2854,"Turkish Airlines Boeing 737-900, Turkish Airlines Airbus A321, Turkish Airlines Boeing 737-8 MAX, Generic Airbus A319",1:00
LTAP,LTFM,Amasya,flag_tr,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK2855,"Turkish Airlines Boeing 737-900, Turkish Airlines Airbus A321, Turkish Airlines Boeing 737-8 MAX, Generic Airbus A319",1:00
LTFM,KEWR,Istanbul,flag_tr,Newark,flag_us,Turkish Airlines,TurkishTail,TK29,"Turkish Airlines Airbus A330-300, Turkish Airlines Boeing 787-9",10:10
KEWR,LTFM,Newark,flag_us,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK30,"Turkish Airlines Airbus A330-300, Turkish Airlines Boeing 787-9",10:10
LTFM,UACC,Istanbul,flag_tr,Astana,flag_kz,Turkish Airlines,TurkishTail,TK354,"Turkish Airlines Airbus A321, Turkish Airlines Boeing 737-8 MAX",4:50
UACC,LTFM,Astana,flag_kz,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK355,"Turkish Airlines Airbus A321, Turkish Airlines Boeing 737-8 MAX",4:50
FAOR,FQMA,Johannesburg,flag_za,Maputo,flag_mz,Turkish Airlines,TurkishTail,TK38 B,Turkish Airlines Airbus A330-300,0:50
FQMA,FAOR,Maputo,flag_mz,Johannesburg,flag_za,Turkish Airlines,TurkishTail,TK39 A,Turkish Airlines Airbus A330-300,0:50
GUCY,DFFD,Conakry,flag_gn,Ouagadougou,flag_bf,Turkish Airlines,TurkishTail,TK537 A,"Turkish Airlines Airbus A330-300, Turkish Airlines Boeing 737-8 MAX",1:55
DFFD,GUCY,Ouagadougou,flag_bf,Conakry,flag_gn,Turkish Airlines,TurkishTail,TK537 B,"Turkish Airlines Airbus A330-300, Turkish Airlines Boeing 737-8 MAX",1:55
LTFM,HDAM,Istanbul,flag_tr,Djibouti,flag_dj,Turkish Airlines,TurkishTail,TK659,Turkish Airlines Boeing 737-8 MAX,4:50
HDAM,LTFM,Djibouti,flag_dj,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK660,Turkish Airlines Boeing 737-8 MAX,4:50
LTFM,OPKC,Istanbul,flag_tr,Karachi,flag_pk,Turkish Airlines,TurkishTail,TK708,Turkish Airlines Airbus A330-300,5:10
OPKC,LTFM,Karachi,flag_pk,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK709,Turkish Airlines Airbus A330-300,5:10
LTFM,FSIA,Istanbul,flag_tr,Victoria,flag_sc,Turkish Airlines,TurkishTail,TK748,Turkish Airlines Airbus A330-300,7:25
FSIA,LTFM,Victoria,flag_sc,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK749,Turkish Airlines Airbus A330-300,7:25
LTFM,KSFO,Istanbul,flag_tr,San Francisco,flag_us,Turkish Airlines,TurkishTail,TK79,"Turkish Airlines Boeing 777-300ER, Turkish Airlines Boeing 787-9",13:15
KSFO,LTFM,San Francisco,flag_us,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK80,"Turkish Airlines Boeing 777-300ER, Turkish Airlines Boeing 787-9",13:15
LTFM,OMAA,Istanbul,flag_tr,Abu Dhabi,flag_ae,Turkish Airlines,TurkishTail,TK866,Turkish Airlines Airbus A321,4:30
OMAA,LTFM,Abu Dhabi,flag_ae,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK867,Turkish Airlines Airbus A321,4:30
LTFM,MPTO,Istanbul,flag_tr,Panama City,flag_pa,Turkish Airlines,TurkishTail,TK903,"Turkish Airlines Boeing 777-300ER, Turkish Airlines Boeing 787-9, Turkish Airlines Airbus A350",13:00
MPTO,LTFM,Panama City,flag_pa,Istanbul,flag_tr,Turkish Airlines,TurkishTail,TK904,"Turkish Airlines Boeing 777-300ER, Turkish Airlines Boeing 787-9, Turkish Airlines Airbus A350",13:00
LFSB,LIRF,Basel,flag_fr,Rome,flag_it,easyJet,easyjet,U21123,EasyJet Airbus A319,1:20
LIRF,LFSB,Rome,flag_it,Basel,flag_fr,easyJet,easyjet,U21124,EasyJet Airbus A319,1:20
LFSB,LGAV,Basel,flag_fr,Athens,flag_gr,easyJet,easyjet,U21145,EasyJet Airbus A320,2:30
LGAV,LFSB,Athens,flag_gr,Basel,flag_fr,easyJet,easyjet,U21146,EasyJet Airbus A320,2:30
LSGG,LIPZ,Geneva,flag_ch,Venice,flag_it,easyJet,easyjet,U21327,EasyJet Airbus A319,0:55
LIPZ,LSGG,Venice,flag_it,Geneva,flag_ch,easyJet,easyjet,U21328,EasyJet Airbus A319,0:55
LSGG,LGMK,Geneva,flag_ch,Mykonos,flag_gr,easyJet,easyjet,U21487,"EasyJet Airbus A319, EasyJet Airbus A320",2:35
LGMK,LSGG,Mykonos,flag_gr,Geneva,flag_ch,easyJet,easyjet,U21488,"EasyJet Airbus A319, EasyJet Airbus A320",2:35
EGCC,EHAM,Manchester,flag_gb,Amsterdam,flag_nl,easyJet,easyjet,U22165,"EasyJet Airbus A319, EasyJet Airbus A320",0:55
EHAM,EGCC,Amsterdam,flag_nl,Manchester,flag_gb,easyJet,easyjet,U22166,"EasyJet Airbus A319, EasyJet Airbus A320",0:55
EGCC,LDDU,Manchester,flag_gb,Dubrovnik,flag_hr,easyJet,easyjet,U22243,EasyJet Airbus A320,2:40
LDDU,EGCC,Dubrovnik,flag_hr,Manchester,flag_gb,easyJet,easyjet,U22244,EasyJet Airbus A320,2:40
EGGW,LGAV,London Luton,flag_gb,Athens,flag_gr,easyJet,easyjet,U22407,EasyJet Airbus A320,3:10
LGAV,EGGW,Athens,flag_gr,London Luton,flag_gb,easyJet,easyjet,U22408,EasyJet Airbus A320,3:10
EGGD,GCTS,Bristol,flag_gb,Tenerife South,flag_es,easyJet,easyjet,U22731,EasyJet Airbus A320,4:00
GCTS,EGGD,Tenerife South,flag_es,Bristol,flag_gb,easyJet,easyjet,U22732,EasyJet Airbus A320,4:00
LFPG,EGPF,Paris Charles de Gaulle,flag_fr,Glasgow,flag_gb,easyJet,easyjet,U23124,"EasyJet Airbus A319, EasyJet Airbus A320",1:30
EGPF,LFPG,Glasgow,flag_gb,Paris Charles de Gaulle,flag_fr,easyJet,easyjet,U23125,"EasyJet Airbus A319, EasyJet Airbus A320",1:30
LIMC,LGSR,Milan Malpensa,flag_it,Santorini,flag_gr,easyJet,easyjet,U23673,EasyJet Airbus A319,2:20
LGSR,LIMC,Santorini,flag_gr,Milan Malpensa,flag_it,easyJet,easyjet,U23674,EasyJet Airbus A319,2:20
LFPG,LPPT,Paris Charles de Gaulle,flag_fr,Lisbon,flag_pt,easyJet,easyjet,U24593,"EasyJet Airbus A319, EasyJet Airbus A320",2:05
LPPT,LFPG,Lisbon,flag_pt,Paris Charles de Gaulle,flag_fr,easyJet,easyjet,U24594,"EasyJet Airbus A319, EasyJet Airbus A320",2:05
LFPG,LDSP,Paris Charles de Gaulle,flag_fr,Split,flag_hr,easyJet,easyjet,U24621,EasyJet Airbus A320,1:45
LDSP,LFPG,Split,flag_hr,Paris Charles de Gaulle,flag_fr,easyJet,easyjet,U24622,EasyJet Airbus A320,1:45
LEBL,EDDB,Barcelona,flag_es,Berlin,flag_de,easyJet,easyjet,U27173,"EasyJet Airbus A319, EasyJet Airbus A320",2:15
EDDB,LEBL,Berlin,flag_de,Barcelona,flag_es,easyJet,easyjet,U27174,"EasyJet Airbus A319, EasyJet Airbus A320",2:15
LPPT,LPMA,Lisbon,flag_pt,Madeira,flag_pt,easyJet,easyjet,U27621,EasyJet Airbus A320,1:25
LPMA,LPPT,Madeira,flag_pt,Lisbon,flag_pt,easyJet,easyjet,U27622,EasyJet Airbus A320,1:25
LPPR,LEIB,Porto,flag_pt,Ibiza,flag_es,easyJet,easyjet,U27767,EasyJet Airbus A319,1:20
LEIB,LPPR,Ibiza,flag_es,Porto,flag_pt,easyJet,easyjet,U27768,EasyJet Airbus A319,1:20
EHAM,LFMN,Amsterdam,flag_nl,Nice,flag_fr,easyJet,easyjet,U27953,EasyJet Airbus A320,1:45
LFMN,EHAM,Nice,flag_fr,Amsterdam,flag_nl,easyJet,easyjet,U27954,EasyJet Airbus A320,1:45
EGKK,EGPH,London Gatwick,flag_gb,Edinburgh,flag_gb,easyJet,easyjet,U2813,"EasyJet Airbus A319, EasyJet Airbus A320",1:00
EGPH,EGKK,Edinburgh,flag_gb,London Gatwick,flag_gb,easyJet,easyjet,U2814,"EasyJet Airbus A319, EasyJet Airbus A320",1:00
LOWI,EGKK,Innsbruck,flag_at,London Gatwick,flag_gb,easyJet,easyjet,U28694,"EasyJet Airbus A319, EasyJet Airbus A320",1:40
EGKK,LOWI,London Gatwick,flag_gb,Innsbruck,flag_at,easyJet,easyjet,U28695,"EasyJet Airbus A319, EasyJet Airbus A320",1:40
EGKK,LXGB,London Gatwick,flag_gb,Gibraltar,flag_gi,easyJet,easyjet,U28791,EasyJet Airbus A320,2:35
LXGB,EGKK,Gibraltar,flag_gi,London Gatwick,flag_gb,easyJet,easyjet,U28792,EasyJet Airbus A320,2:35
LEMD,EGFF,Madrid,flag_es,Cardiff,flag_gb,Air Europa,aireuropa_tail,UX0066,Air Europa Boeing 737-800,2:20
EGFF,LEMD,Cardiff,flag_gb,Madrid,flag_es,Air Europa,aireuropa_tail,UX0067,Air Europa Boeing 737-800,2:20
LEMD,LKMT,Madrid,flag_es,Ostrava,flag_cz,Air Europa,aireuropa_tail,UX022,Air Europa Boeing 787-9,2:20
LKMT,LEMD,Ostrava,flag_cz,Madrid,flag_es,Air Europa,aireuropa_tail,UX023,Air Europa Boeing 787-9,2:20
LEMD,MMMX,Madrid,flag_es,Mexico City,flag_mx,Air Europa,aireuropa_tail,UX455,Air Europa Boeing 787-9,9:30
MMMX,LEMD,Mexico City,flag_mx,Madrid,flag_es,Air Europa,aireuropa_tail,UX456,Air Europa Boeing 787-9,9:30
LEMD,EDDH,Madrid,flag_es,Hamburg,flag_de,Air Europa,aireuropa_tail,UX461,Air Europa Boeing 787-9,2:15
EDDH,LEMD,Hamburg,flag_de,Madrid,flag_es,Air Europa,aireuropa_tail,UX462,Air Europa Boeing 787-9,2:15
LEMD,HEGN,Madrid,flag_es,Hurghada,flag_eg,Air Europa,aireuropa_tail,UX465,"Air Europa Boeing 787-9, Air Europa Boeing 737-800",4:15
HEGN,LEMD,Hurghada,flag_eg,Madrid,flag_es,Air Europa,aireuropa_tail,UX466,"Air Europa Boeing 787-9, Air Europa Boeing 737-800",4:15
GCLP,LEMD,Gran Canaria,flag_es,Madrid,flag_es,Air Europa,aireuropa_tail,UX5197,"Air Europa Boeing 787-9, Air Europa Boeing 737-800",2:35
LEMD,HESX,Madrid,flag_es,Giza Sphinx,flag_eg,Air Europa,aireuropa_tail,UX555,Air Europa Boeing 737-800,4:30
HESX,LEMD,Giza Sphinx,flag_eg,Madrid,flag_es,Air Europa,aireuropa_tail,UX556,Air Europa Boeing 737-800,4:30
LEMD,EPWA,Madrid,flag_es,Warsaw,flag_pl,Air Europa,aireuropa_tail,UX6,Air Europa Boeing 787-9,3:00
EPWA,LEMD,Warsaw,flag_pl,Madrid,flag_es,Air Europa,aireuropa_tail,UX7,Air Europa Boeing 787-9,3:00
MDSD,LEMD,Santo Domingo,flag_do,Madrid,flag_es,Air Europa,aireuropa_tail,UX88,Air Europa Boeing 787-9,7:50
LEMD,MDSD,Madrid,flag_es,Santo Domingo,flag_do,Air Europa,aireuropa_tail,UX89,Air Europa Boeing 787-9,7:50
LEMD,GCLP,Madrid,flag_es,Gran Canaria,flag_es,Air Europa,aireuropa_tail,UX9156,"Air Europa Boeing 787-9, Air Europa Boeing 737-800",2:35
LEMD,KMIA,Madrid,flag_es,Miami,flag_us,Air Europa,aireuropa_tail,UX97,Air Europa Boeing 787-9,8:40
KMIA,LEMD,Miami,flag_us,Madrid,flag_es,Air Europa,aireuropa_tail,UX98,Air Europa Boeing 787-9,8:40
OOMS,EDDF,Muscat,flag_om,Frankfurt,flag_de,Oman Air,Omanairtail,WY117,Generic Boeing 787-9,7:30
EDDF,OOMS,Frankfurt,flag_de,Muscat,flag_om,Oman Air,Omanairtail,WY118,Generic Boeing 787-9,7:30
OOMS,EDDM,Muscat,flag_om,Munich,flag_de,Oman Air,Omanairtail,WY127,Oman Air Boeing 787-8,6:00
EDDM,OOMS,Munich,flag_de,Muscat,flag_om,Oman Air,Omanairtail,WY128,Oman Air Boeing 787-8,6:00
OOMS,LFPG,Muscat,flag_om,Paris Charles de Gaulle,flag_fr,Oman Air,Omanairtail,WY131,Generic Boeing 787-9,6:30
LFPG,OOMS,Paris Charles de Gaulle,flag_fr,Muscat,flag_om,Oman Air,Omanairtail,WY132,Generic Boeing 787-9,6:30
